🐼央视,#genre#
上海教育,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=shjy
全纪实,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=leyou
生活时尚,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=shss
游戏风云,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=yxfy
热门综艺,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=rmzy
超级体育,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=cjty
健康养生,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=jkys
百变课堂,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=bbkt
看天下精选,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=ktxjx
电竞天堂,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=djtt
青春动漫,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=qcdm
宝宝动画,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=bbdh
卡酷少儿,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=kkse
纪实科教,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=bjjskj
茶频道,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=cpd
足球高清,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=zqgq
炫动卡通,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=hhxd
东方财经,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=dfcj
都市剧场,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=dsjc
动漫秀场,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=dmxc
法治天地,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=fztd
金色学堂,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=jsxt
魅力足球,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=mlzq
海峡卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=hxws
BESTV台,http://mywlkj.ddns.net:754/tv/dl/dl668/bestv.php?id=hyyy8m/8000000
🐼央视频道👉移动,#genre#
CCTV-01综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-02财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-03综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-04国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-05体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-06电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-07国防,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-08电视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-09纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-11戏曲,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12社会,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-15音乐,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-16奥林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CETV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CCTV-01综合,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV-02财经,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV-03综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV-04国际,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV-05体育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5+赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV-06电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV-07国防,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV-08电视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV-09纪录,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-10科教,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV-11戏曲,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV-12社会,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV-13新闻,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-14少儿,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV-15音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-16奥林,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-17农业,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CCTV-01综合,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=488
CCTV-02财经,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=061
CCTV-03综艺,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=062
CCTV-04国际,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=063
CCTV-05体育,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=064
CCTV-5+赛事,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=246
CCTV-06电影,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=065
CCTV-07国防,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=127
CCTV-08电视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=066
CCTV-09纪录,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=128
CCTV-10科教,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=129
CCTV-11戏曲,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=130
CCTV-12社会,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=131
CCTV-13新闻,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=067
CCTV-14少儿,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=132
CCTV-15音乐,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=133
CCTV-17农业,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=204
CETV1,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=135
CETV2,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=492
CGTN,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=134
CGTN西班牙语,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=306
CGTN阿拉伯语,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=308
CGTN法语,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=307
CGTN,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=305
CGTN俄语,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=309
求索动物,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=287
求索生活,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=288
求索地理,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=286
家庭影院,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=289
家庭剧场,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=290
外国影院,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=291
综艺,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=292
午夜影院,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=294
纪录片,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=295
游戏竞技,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=296
儿童动漫,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=293
3D影院,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=298
绘画,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=297
家庭理财,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=139
网络棋牌,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=141
游戏竞技,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=142
天元围棋,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=144
电子体育,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=143
环球旅游,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=147
车迷频道,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=146
生态环境,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=149
发现之旅,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=151
优优宝贝,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=153
新疆卫视,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=150
收藏天下,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=155
中华特产,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=158
中国天气,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=160
法治天地,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=162
电视指南,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=164
家政,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=167
重庆汽摩,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=168
国学频道,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=169
老故事,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=166
女性时尚,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=176
世界地理,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=177
茶频道,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=181
书画,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=180
百姓健康,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=219
摄影频道,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=222
财富天下,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=231
四海钓鱼,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=229
风尚音乐,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=294
重温经典,http://mywlkj.ddns.net:754/tv/dl/dl668/bfgd.php?id=635
电视指南,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226987/index.m3u8
风云足球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8
风云剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8
风云音乐,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8
央视台球,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8
第一剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8
女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226969/index.m3u8
怀旧剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226972/index.m3u8
兵器科技,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8
高尔夫网,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226978/index.m3u8
央视文化,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226981/index.m3u8
哒啵电竞,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226951/index.m3u8
哒啵赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226954/index.m3u8
CHC高清,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC动作,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
纪实人文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8
山东教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
置业频道,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226241/index.m3u8
京视剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226242/index.m3u8
家庭理财,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226244/index.m3u8
奕坦春秋,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226245/index.m3u8
发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8
老故事台,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
🐼卫视频道👉流畅,#genre#
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
北京纪实,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
内蒙卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
山东教育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
四川卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
山西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
山东教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8
东南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225766/index.m3u8
海南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
河南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225767/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
河北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225750/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
金鹰卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225744/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
哈哈炫动,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
黑龙江视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8
广西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8
江西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225764/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
优漫卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225795/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
大湾区视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
北京卡酷,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225743/index.m3u8
冬奥纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226232/index.m3u8
嘉佳卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8
云南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8
贵州卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
安多卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226228/index.m3u8
康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225747/index.m3u8
兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
内蒙古视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8
康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8
内蒙古卫视,http://39.134.66.66/PLTV/88888888/224/3221225577/index.m3u8
宁夏卫视,http://39.134.66.66/PLTV/88888888/224/3221225579/index.m3u8
安多卫视,http://39.134.66.66/PLTV/88888888/224/3221225531/index.m3u8
青海卫视,http://39.134.66.66/PLTV/88888888/224/3221225573/index.m3u8
山东教育,http://39.134.66.66/PLTV/88888888/224/3221225558/index.m3u8
山西卫视,http://39.134.66.66/PLTV/88888888/224/3221225496/index.m3u8
陕西卫视,http://39.134.66.66/PLTV/88888888/224/3221225567/index.m3u8
哈哈炫动,http://39.134.66.66/PLTV/88888888/224/3221225534/index.m3u8
上海纪实人文,http://39.134.66.66/PLTV/88888888/224/3221225673/index.m3u8
深圳卫视,http://39.134.66.66/PLTV/88888888/224/3221225668/index.m3u8
康巴卫视,http://39.134.66.66/PLTV/88888888/224/3221225527/index.m3u8
天津卫视,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
西藏卫视,http://39.134.66.66/PLTV/88888888/224/3221225570/index.m3u8
新疆卫视,http://39.134.66.66/PLTV/88888888/224/3221225582/index.m3u8
浙江卫视,http://39.134.66.66/PLTV/88888888/224/3221225514/index.m3u8
好享购物,http://39.134.66.66/PLTV/88888888/224/3221225695/index.m3u8
中国教育1,http://39.134.66.66/PLTV/88888888/224/3221225563/index.m3u8
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8
求索纪录,http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8
求索科学,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8
求索生活,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8
北京卫视,http://zteres.sn.chinamobile.com:6060/000000001000/6000000001000020451/1.m3u8?channel-id=wasusyt&Contentid=6000000001000020451&livemode=1&stbId=3
东方卫视,http://zteres.sn.chinamobile.com:6060/000000001000/2000000002000000056/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000056&livemode=1&stbId=3
天津卫视,http://zteres.sn.chinamobile.com:6060/000000001000/6000000001000009186/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009186&livemode=1&stbId=3
重庆卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000001000001096/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001096&livemode=1&stbId=3
黑龙江卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000001000001925/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=3
辽宁卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000004000011671/1.m3u8?channel-id=bestzb&Contentid=5000000004000011671&livemode=1&stbId=3
吉林卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031117/1.m3u8?channel-id=bestzb&Contentid=5000000011000031117&livemode=1&stbId=3
内蒙古卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000014080/1.m3u8?channel-id=ystenlive&Contentid=1000000002000014080&livemode=1&stbId=3
河北卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000006000040016/1.m3u8?channel-id=bestzb&Contentid=5000000006000040016&livemode=1&stbId=3
河南卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031119/1.m3u8?channel-id=bestzb&Contentid=5000000011000031119&livemode=1&stbId=3
山东卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000001000016568/1.m3u8?channel-id=ystenlive&Contentid=1000000001000016568&livemode=1&stbId=3
山西卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000021220/1.m3u8?channel-id=ystenlive&Contentid=1000000002000021220&livemode=1&stbId=3
山东教育卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000004097/1.m3u8?channel-id=ystenlive&Contentid=1000000002000004097&livemode=1&stbId=3
湖北卫视,http://zteres.sn.chinamobile.com:6060/000000001000/6000000001000015436/1.m3u8?channel-id=wasusyt&Contentid=6000000001000015436&livemode=1&stbId=3
湖南卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000004000006692/1.m3u8?channel-id=bestzb&Contentid=5000000004000006692&livemode=1&stbId=3
广东卫视,http://zteres.sn.chinamobile.com:6060/000000001000/6000000001000031076/1.m3u8?channel-id=wasusyt&Contentid=6000000001000031076&livemode=1&stbId=3
大湾区卫视,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000045/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000045&livemode=1&stbId=3
广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3
深圳卫视,http://zteres.sn.chinamobile.com:6060/000000001000/6000000001000002116/1.m3u8?channel-id=wasusyt&Contentid=6000000001000002116&livemode=1&stbId=3
海南卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000004000006211/1.m3u8?channel-id=bestzb&Contentid=5000000004000006211&livemode=1&stbId=3
广西卫视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000011000031118/1.m3u8?channel-id=bestzb&Contentid=5000000011000031118&livemode=1&stbId=3
安徽卫视,http://zteres.sn.chinamobile.com:6060/000000001000/6000000001000009954/1.m3u8?channel-id=wasusyt&Contentid=6000000001000009954&livemode=1&stbId=3
浙江卫视,http://zteres.sn.chinamobile.com:6060/000000001000/1000000001000009806/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=3
